"nom","niveau","comment","pays","comment_en"
"Bruschetta italienne à la tomate","Facile","
        J'ai enfin trouvé la recette qui me faisait saliver ! J'ai suivi les instructions à la lettre et je n'ai pas été déçu. La bruschetta italienne à la tomate est une vraie découverte pour mes papilles. Je vais en refaire pour mes invités, ça change des traditionnels apéritifs. Merci pour cette recette facile et délicieuse !
    ","italie","I finally found the recipe that made me salivate! I followed the instructions to the letter and was not disappointed. The Italian tomato bruschetta is a real discovery for my taste buds. I'm going to make some again for my guests, it's a change from traditional aperitifs. Thank you for this easy and delicious recipe!"
"Bruschetta italienne à la tomate","Facile","
        J'ai adoré cette recette de Bruschetta, simple et délicieuse. Les tomates fraîches avec le basilic, l'ail et l'huile d'olive, tout est parfaitement dosé. Un vrai régal pour les papilles !
    ","italie","I loved this Bruschetta recipe, simple and delicious. Fresh tomatoes with basil, garlic and olive oil, everything is perfectly balanced. A real treat for the taste buds!"
" Cabillaud à l’italienne ","Intermédiaire","
        Il n'y a pas d'olive dans les ingrédients ?
    ","italie","Is there no olive in the ingredients?"
" Cabillaud à l’italienne ","Intermédiaire","
        je vais la faire je vous dirais
    ","italie","I'm going to do it I'll tell you"
" Cabillaud à l’italienne ","Intermédiaire","
        Quel genre de tomates en boite ( pelées, concassées, coulis, purée...) ?
    ","italie","What kind of canned tomatoes (peeled, crushed, coulis, puree, etc.)?"
" Cabillaud à l’italienne ","Intermédiaire","
        bonsoir ,je l'ai fait avec une boitez de tomates pelées c'est parfait.
    ","italie","Good evening, I made it with a can of peeled tomatoes, it’s perfect."
"Cannelloni à la sicilienne","Facile","
        hop là ni vu ,ni connu ,au choix ,raton laveur ,chat du voisin ,piaf ,tu peux tout cacher  mdr
    ","italie","hop there neither seen, nor known, your choice, raccoon, neighbor's cat, piaf, you can hide everything lol"
"Cannelloni à la sicilienne","Facile","
        Bonsoir 
Quand vous dites 1 pot de sauce tomate, le pot représente quoi ?
Une petite boîte, une moyenne ?
Et pour le concentré est-ce une toute petite boîte ? 
Par avance merci pour votre aide
    ","italie","Good evening When you say 1 jar of tomato sauce, what does the jar represent? A small box, a medium? And for the concentrate, is it a very small box? Thanks in advance for your help"
"Cannelloni à la sicilienne","Facile","
        Délicieux !!!!!!!!!!!!!!!
    ","italie","Delicious !!!!!!!!!!!!!!!"
"Cannelloni à la sicilienne","Facile","
        Nous venons de finir ce plat à 3, il n'en reste plus une miette ! C'était délicieux. 
Je n'ai pas fait ma sauce tomate maison par manque de temps, j'ai mis une boite entiere de sauce tomate aux tomates cerises et basilic. Je garde la recette sous le coude car j'ai trouvé que c'était très rapide à faire.
    ","italie","The three of us have just finished this dish, there's not a crumb left! That was delicious. I didn't make my own tomato sauce due to lack of time, I used a whole can of tomato sauce with cherry tomatoes and basil. I'm keeping the recipe on hand because I found it very quick to make."
"Cannelloni à la sicilienne","Facile","
        Recette qui peut être pas mal sauf que on est plus sur le principe des lasagnes et non des cannellonis car ceux ci ce farcissent avec de la viande crue car une fois celle ci cuite il est très difficile de farcir les cannellonis et en plus la viande est sèche car il y a double cuisson . Donc je recommande plus de faire une sauce tomate comme indiqué dans la recette mais sans viande farcir avec celle ci crue et noyer de sauce pour que cela cuise bien et pas trop sec .
    ","italie","Recipe which can be not bad except that we are more on the principle of lasagna and not cannelloni because these are stuffed with raw meat because once it is cooked it is very difficult to stuff the cannelloni and in addition the meat is dry because there is double cooking. So I recommend making a tomato sauce as indicated in the recipe but without meat, stuffing with it raw and covering it with sauce so that it cooks well and is not too dry."
"Cannelloni à la sicilienne","Facile","
        Très bonne recette, mais si je peux me permettre, je relève une petite erreur que j'ai remarqué souvent  dans différentes recettes, .
Il vaut toujours mieux faire revenir la viande AVANT d'y ajouter les oignons ou tout autre garniture aromatique végétale . 
L'eau, présente dans les légumes empêche la fameuse réaction de Maillard,  qui consiste en une caramélisation de viandes et le dépôt de sucs au fond de la marmite, qui une fois déglacés, par l'eau des oignons justement, ou de la tomate, ou autre, donneront une saveur unique au plat et qui est une des bases des cuisines françaises et italiennes . Amicalement
    ","italie","Very good recipe, but if I may, I note a small error that I have often noticed in different recipes. It is always better to brown the meat BEFORE adding onions or any other aromatic vegetable garnish. The water present in vegetables prevents the famous Maillard reaction, which consists of caramelization of meat and the deposit of juices at the bottom of the pot, which once deglazed, by the water from the onions, or from the tomato. , or other, will give a unique flavor to the dish and which is one of the bases of French and Italian cuisines. Kind regards"
"Cannelloni à la sicilienne","Facile","
        je mélange deux viandes boeuf et veau et dans la farce je rajoute des feuilles de blettes blanchies hachées cela rendra vos cannellonis plus léger 
    ","italie","I mix two meats, beef and veal, and in the stuffing I add chopped blanched chard leaves, this will make your cannelloni lighter"
"Cannelloni à la sicilienne","Facile","
        Pourquoi à la sicilienne ?
C'est une recette toute bête de cannelloni.
    ","italie","Why Sicilian style? This is a very simple cannelloni recipe."
"Cannelloni à la sicilienne","Facile","
        Merci à toutes et à tous pour ces commentaires! Cela nous a permis d’améliorer cette recette afin qu’elle corresponde encore mieux à vos attentes culinaires! Testez-la à nouveau et faites-nous savoir si cette recette vous plait! Toute l’équipe de CuisineAZ attend tous vos commentaires!
    ","italie","Thank you everyone for these comments! This allowed us to improve this recipe so that it meets your culinary expectations even better! Test it again and let us know if you like this recipe! The entire CuisineAZ team is waiting for all your comments!"
"Cannelloni à la sicilienne","Facile","
        Une variante des lasagnes qui est tout aussi gourmande ! Cette recette est facile à faire et délicieuse !
    ","italie","A variation of lasagna that is just as delicious! This recipe is easy to make and delicious!"
"Cannelloni à la sicilienne","Facile","
        J'utilise souvent le gruyère et le parmesan quand je prépare ce plat à la maison. Je trouve les cannellonis plus savoureux avec ce mélange de 2 fromages.
    ","italie","I often use gruyere and parmesan when making this dish at home. I find the cannelloni tastier with this mixture of 2 cheeses."
"Cannelloni à la sicilienne","Facile","
        C'est une recette colorée, avec plein de saveurs de l'Italie, idéale pour réunir toute la famille autour d'une table.
    ","italie","It's a colorful recipe, with lots of Italian flavors, ideal for bringing the whole family together around the table."
"Cannelloni à la sicilienne","Facile","
        Excellent plat convivial, j'ai essayé avec du porc haché et le goût était sublime. 
    ","italie","Excellent convivial dish, I tried with ground pork and the taste was sublime."
"Cannelloni à la sicilienne","Facile","
        Des cannellonis maison, servis avec une salade de crudités bien assaisonnées et une bonne bouteille de vin... j'ai déjà l'eau à la bouche.
    ","italie","Homemade cannelloni, served with a salad of well-seasoned raw vegetables and a good bottle of wine... my mouth is already watering."
"Cannelloni à la sicilienne","Facile","
        C'est un plat qui prend un peu de temps à préparer mais tellement délicieux à partager en famille ou amis.
    ","italie","It’s a dish that takes a little time to prepare but is so delicious to share with family or friends."
"Cannelloni à la sicilienne","Facile","
        J'aime bien mettre une couche de sauce tomate en dessous des cannellonis pour avoir une meilleure cuisson du plat.

    ","italie","I like to put a layer of tomato sauce under the cannelloni to help the dish cook better."
"Cannelloni à la sicilienne","Facile","
        Jolie recette de l'été! Je rajoute toujours quelques feuilles de basilic dans la préparation de viande et sur le fromage avant de mettre au four pour que le plat sente bien ce parfum.
    ","italie","Lovely summer recipe! I always add a few basil leaves to the meat preparation and to the cheese before putting it in the oven so that the dish smells of this aroma."
"Cannelloni à la sicilienne","Facile","
        Ma fille adore manger les cannellonis. Ce soir, elle va se régaler avec cette recette!
    ","italie","My daughter loves to eat cannelloni. Tonight, she will enjoy this recipe!"
"Cannelloni à la sicilienne","Facile","
        Belle idée de recette pour un déjeuner du samedi avec les enfants qui aiment beaucoup les pâtes.
    ","italie","Great recipe idea for a Saturday lunch with children who really like pasta."
"Caponata (recette Sicilienne)","Facile","
        Toujours un succès. Ce plat plaît beaucoup.
    ","italie","Always a success. This dish is very popular."
"Chocolat chaud italien","Facile","
        Ça a l'air trop bon ??
    ","italie","It looks so good ??"
"Chocolat chaud italien","Facile","
        Elle est où la maïzena ? Pas de maïzena c'est un chocolat chaud, rien d exceptionnel, finissez au moins la recette non ?
    ","italie","Where is the cornstarch? No cornstarch, it's hot chocolate, nothing exceptional, at least finish the recipe, right?"
"Chocolat chaud italien","Facile","
        La fécule c'est la maïzena...
    ","italie","The starch is cornstarch..."
"Gnocchi maison","Facile","
        Mes 1er gnocchis et c'est une réussite. Ils sont moelleux, un peu pâteux comme mes souvenirs de ceux consommés en Italie.
    ","italie","My first gnocchi and it's a success. They are soft, a little pasty like my memories of those eaten in Italy."
"Gnocchi maison","Facile","
        Très bonne recette mais faut que la fourchette soit farinée 
    ","italie","Very good recipe but the fork must be floured"
"Gnocchi maison","Facile","
        excellant

    ","italie","excellent"
"Gnocchi maison","Facile","
        Gnocchis très bon, cependant après avoir fait les boules, les laisser reposer sur un torchon soupoudrer de farine.
Recommande même si cela prend beaucoup de temps 
    ","italie","Very good gnocchi, however after making the balls, let them rest on a cloth sprinkled with flour. Recommend even if it takes a long time"
"Gnocchi maison","Facile","
        Bonjour, je pense qu’il y a un problème de proportion dans la recette. Il faut 500g de farine pour 1kg de pommes de terre sinon c’est trop mou!
    ","italie","Hello, I think there is a proportion problem in the recipe. You need 500g of flour for 1kg of potatoes otherwise it’s too soft!"
"Gnocchi maison","Facile","
        Les gnocchis ont beaucoup trop le goût de la farine et pourtant je les ai fais petits ....
Je re-testerais une prochaine fois avec 200g au lieu de 250g
    ","italie","The gnocchi taste too much like flour and yet I made them small.... I will re-test next time with 200g instead of 250g"
"Gnocchi maison","Facile","
        Dans la vidéo c'est marqué 1 jaune d'oeuf et dans le descriptif 2 jaunes d'oeufs, faut savoir !
    ","italie","In the video it says 1 egg yolk and in the description 2 egg yolks, you need to know!"
"Gnocchi maison","Facile","
        La vidéo est faite pour 500 de pomme de terre la recette pour 1kg ...
    ","italie","The video is made for 500 potatoes the recipe for 1kg..."
"Gnocchi maison","Facile","
        Magnifique trop bon bravo pour cette recette 
    ","italie","Magnificent too good congratulations for this recipe"
"Gnocchi maison","Facile","
        Moi j'ai fais cette recette au moins 10 fois ... Je l'adore ! Juste, pour faire revenir les gnocchis, je l'ai fais à l'huile d'olive et non pas au beurre c'est bien meilleur!!!
    ","italie","I have made this recipe at least 10 times... I love it! Just, to brown the gnocchi, I made it with olive oil and not butter, it's much better!!!"
"Gnocchi maison","Facile","
        j'ai respecté les proportions mais j’ai une pâte très collante, pas ferme du tout c'est très compliqué de rouler les gnocchis. D'où vient le problème ? Que puis-je faire pour rattraper le coup ? merci
    ","italie","I respected the proportions but I have a very sticky dough, not firm at all, it is very complicated to roll the gnocchi. Where does the problem come from ? What can I do to make up for it? THANKS"
"Gnocchi maison","Facile","
        Bjr
En pologne on appelle cela des kluskis.
Par expérience, je te dirais que le mieux c est d utiliser des pommes de terre que tu as déjà cuit la veille, sinon si tu viens de les cuire il faut vraiment attendre qu’elles aient eu le temps de bien refroidir un certain temps, et c est aussi une histoire de variété. Mais le mieux, et le principe pour moi, c est de le faire avec les pommes de terre du lendemain et cela marche avec toutes les variétés . 
Je mets par contre de la fecule de pommes de terre. Tu ecrases le plus finement possible tes pommes de terre, tu divises en 4, tu sors un quart et tu le remplaces par la fécule et tu melanges bien le tout.(cela fait 1/5 de fecule de tout l ensemble)
L oeuf est accessoire, c est une histoire de gout.
Puis tu fais tes boules et tu les plonges ds de l eau bouillante salé. Qd elles sont remontées tu attends 2min et tu les sors.
C est très très simple , bon, et permet de recycler les patates de la veille.
Voilà. 

    ","italie","Hello In Poland they are called kluskis. From experience, I would tell you that the best is to use potatoes that you have already cooked the day before, otherwise if you have just cooked them you really have to wait until they have had time to cool down for a while, and it’s also a story of variety. But the best, and the principle for me, is to do it with the next day's potatoes and it works with all varieties. On the other hand, I add potato starch. You mash your potatoes as finely as possible, divide them into 4, take out a quarter and replace it with the starch and mix everything well (that makes 1/5 of the whole thing) The egg is an accessory, it’s a matter of taste. Then you make your balls and immerse them in boiling salted water. When they are back up, you wait 2 minutes and take them out. It's very, very simple, good, and allows you to recycle the potatoes from the day before. So."
"Gnocchi maison","Facile","
        j'ai respecté les proportions mais j'au une pâte très collante, pas ferme du tout c'est très compliqué de rouler les gnocchis. D'où vient le pb ? Que puis-je faire pour rattraper le coup ? merci
    ","italie","I respected the proportions but I had a very sticky dough, not firm at all, it's very complicated to roll the gnocchi. Where does the problem come from? What can I do to make up for it? THANKS"
"Gnocchi maison","Facile","
        Ajoutez une ou deux feuilles de sauge au beurre et au parmesan dans la poele.
    ","italie","Add one or two sage leaves to the butter and Parmesan in the pan."
"Gnocchi maison","Facile","
        Je fait souvent des gnocchis  car mes petits enfants les adorent ,par contre qd je n'ai pas beaucoup de temps je les coupe en berlingot car trois ados ça mange beaucoup, et ça me prend trop de temps   ils les adorent même si il n'y a pas les rayures 
    ","italie","I often make gnocchi because my grandchildren love them, but when I don't have a lot of time I cut them into cartons because three teenagers eat a lot, and it takes me too much time, they love them even if they don't there are no scratches"
"Gnocchi maison","Facile","
        Vos avis de gourmands et de passionnés de cuisine sont indispensables pour que nos recettes plaisent! Merci pour tous ces commentaires qui ont permis à l’équipe de CuisineAZ de les améliorer!
    ","italie","Your opinions from gourmets and cooking enthusiasts are essential for our recipes to please people! Thank you for all these comments which allowed the CuisineAZ team to improve them!"
"Gnocchi maison","Facile","
        Les astuces sont supers, je tenterai prochainement les gnocchis avec de l'escalope de veau saltimbocca.
    ","italie","The tips are great, I will soon try gnocchi with saltimbocca veal escalope."
"Gnocchi maison","Facile","
        J'adore les gnocchis et c'est la première fois que je me suis lancée dans la préparation. Super bonne recette!
    ","italie","I love gnocchi and this is the first time I tried to prepare it. Super good recipe!"
"Gnocchi maison","Facile","
        Umhhh miam miam c'était si tendre et si moelleux. J'adore...
    ","italie","Umhhh yum yum it was so tender and moist. I adore..."
"Gnocchi maison","Facile","
        C'était si facile. Je mets 5 étoiles direct. J'en ai même préparé une grosse quantité que j'ai mis au congélateur.
    ","italie","It was so easy. I give it 5 stars straight away. I even made a big batch and put it in the freezer."
"Gnocchi maison","Facile","
        La recette me paraît si facile, je tenterai de les réproduire durant le cours de la semaine. J'espère qu'íls seront aussi beau que sur la photo.
    ","italie","The recipe seems so easy to me, I will try to reproduce them during the week. I hope they will be as beautiful as in the photo."
"Gnocchi maison","Facile","
        J'ai rajouté un peu d'ail dans la pâte pour aromatiser mes gnocchis. Au final, c'était juste succulent.
    ","italie","I added a little garlic to the dough to flavor my gnocchi. In the end, it was just delicious."
"Lasagnes à la bolognaise facile","Facile","
        erreur sur la bechamel : 70 g farine pour 1 l de LAIT
    ","italie","error on bechamel: 70 g flour for 1 l of MILK"
"Lasagnes à la bolognaise facile","Facile","
        Je trouve qu’il y a trop de béchamel… lorsque je les fais à ma façon la béchamel est seulement mise en dernière couche et ma sauce tomate est légèrement plus liquide ce qui permet aux pâtes de cuire mieux et plus vite. Une pointe d’origan donne un vrai goût du Sud… mais c’était tout de même bon malgré cette sensation bourrative due à la béchamel.
    ","italie","I find that there is too much béchamel... when I make them my way the béchamel is only put as the last layer and my tomato sauce is slightly more liquid which allows the pasta to cook better and faster. A touch of oregano gives a real taste of the South... but it was still good despite this stuffy sensation due to the béchamel."
"Lasagnes à la bolognaise facile","Facile","
        Recette faite pour ma belle famille, ils ont adoré et se sont reservis ! Je trouvais juste que les proportions de viandes étaient trop justes alors j’ai mis 2 barquettes de 350g c’était parfait pour un grand plat ! La béchamel est un peu épaisse donc possible de mettre moins de farine mais ça ne nous a pas dérangés au goût.
    ","italie","Recipe made for my in-laws, they loved it and kept themselves! I just found that the proportions of meat were too fair so I used 2 350g trays, it was perfect for a large dish! The béchamel is a little thick so it was possible to add less flour but it didn't bother us with the taste."
"Lasagnes à la bolognaise facile","Facile","
        super
    ","italie","great"
"Lasagnes à la bolognaise facile","Facile","
        Ayant cuisiner cet recette pour 4 personnes un peu déçu .... problème de proportion ayant mis le double de viandes sa n'était pas encore assez... les lasagnes sont encore dans le four j'espère que sa ira 
    ","italie","Having cooked this recipe for 4 people a little disappointed.... problem of proportion having put double the meats it was not yet enough... the lasagna is still in the oven I hope it will work"
"Lasagnes à la bolognaise facile","Facile","
        A la place de la béchamel,je mets légèrement en croisillons  sur chaque couche de la crème fraîche liquide à 30% . Mes petits enfants adorent.
    ","italie","Instead of the béchamel, I lightly cross each layer with 30% liquid crème fraîche. My grandchildren love it."
"Lasagnes à la bolognaise facile","Facile","
        Pourquoi ajouter du sucre, je pense qu'il y en a assez dans les plats préparés
    ","italie","Why add sugar, I think there is enough in prepared meals"
"Lasagnes à la bolognaise facile","Facile","
        Petite astuce pour supprimer l'acidité de la tomate.
Et en tant que exhausteur de goût, Il révèle et met en valeur les arômes et les saveurs des autres ingrédients. 
Malheureusement trop employé par l'industrie alimentaire.
Mais peu de risque dans vos préparation, moins de 1 %. Par contre une explosion de saveur pour votre palais.
Cette astuce est très courant dans la cuisine asiatique.
    ","italie","Little tip to remove the acidity of the tomato. And as a flavor enhancer, it reveals and highlights the aromas and flavors of other ingredients. Unfortunately too much used by the food industry. But little risk in your preparation, less than 1%. On the other hand, an explosion of flavor for your palate. This tip is very common in Asian cuisine."
"Lasagnes à la bolognaise facile","Facile","
        Top top, premier plat que je fais pour des invités. Tout le monde a aimé. Je le referai !
    ","italie","Top top, first dish I make for guests. Everyone liked it. I will do it again!"
"Lasagnes à la bolognaise facile","Facile","
        première fois que j'en fait et c'est totalement réussit et délicieux   
    ","italie","first time I've made it and it's totally successful and delicious"
"Lasagnes à la bolognaise facile","Facile","
        excellente recette seule regret je prefers utiliser des tomate fraiche pour faire la sauce bolognaise il suffit de prendre les tomate de faire une croix sur le dessus et de les plongée quelque minute dans l'eau boullant ensuite on les passe a l'eau froide pour ne pas se bruler et la peau par toute seule. Je les coupe en tous petits et je fait ma bolognaise comme indiquer sur votre recette un régale surtout que vous faites la pâte vous même alors pourquoi utiliser une sauce tomate toute prête même si c'est plus rapide ce n'est pas aussi bon .
    ","italie","excellent recipe only regret I prefer to use fresh tomatoes to make the bolognese sauce you just have to take the tomatoes, make a cross on the top and immerse them for a few minutes in boiling water then put them in cold water so that they do not not burn yourself and your skin on your own. I cut them into very small pieces and I make my bolognese as indicated on your recipe, a treat especially since you make the dough yourself so why use a ready-made tomato sauce even if it's quicker it's not as good."
"Lasagnes à la bolognaise facile","Facile","
        En cette saison, il est préférable d'utiliser des tomates en boîtes plutôt que des tomates insipides venant de trop loin. 
Ou mieux encore un colis de tomates en pot que vous avez fait cet été avec vos tomates du jardin.
    ","italie","In this season, it is better to use canned tomatoes rather than tasteless tomatoes from too far away. Or better yet, a package of potted tomatoes that you made this summer with your tomatoes from the garden."
"Lasagnes à la bolognaise facile","Facile","
        génial et délicieusement bon !
    ","italie","awesome and deliciously good!"
"Lasagnes à la bolognaise facile","Facile","
        Merci à toutes et à tous pour ces commentaires! Cela nous a permis d’améliorer cette recette afin qu’elle corresponde encore mieux à vos attentes culinaires! Testez-la à nouveau et faites-nous savoir si cette recette vous plait! Toute l’équipe de CuisineAZ attend tous vos commentaires!
    ","italie","Thank you everyone for these comments! This allowed us to improve this recipe so that it meets your culinary expectations even better! Test it again and let us know if you like this recipe! The entire CuisineAZ team is waiting for all your comments!"
"Lasagnes à la bolognaise facile","Facile","
        Délicieux ! :)
    ","italie","Delicious ! :)"
"Lasagnes à la bolognaise facile","Facile","
        Avec cette recette je rajoute des courgettes, olives et aubergines :-) 
    ","italie","With this recipe I add zucchini, olives and eggplant :-)"
"Lasagnes à la bolognaise facile","Facile","
        Je dois avouer que les lasagnes... c'est mon plat préféré, surtout quand la bolo est généreusement présente ! C'est un plat que je prends très souvent dans de vrais restaurant Italiens, mais maison c'est nettement meilleur. Cette recette donne trop envie !!
    ","italie","I must admit that lasagna... it's my favorite dish, especially when the bolo is generously present! It's a dish that I often have in real Italian restaurants, but at home it's much better. This recipe is so tempting!!"
"Lasagnes à la bolognaise facile","Facile","
        Ma fille adore tellement les lasagnes que je pourrais lui en faire tous les jours
    ","italie","My daughter loves lasagna so much that I could make it for her every day."
"Lasagnes à la bolognaise facile","Facile","
        Un délice les lasagnes maison !  Je rajoute de la mozzarella pour ma part 
    ","italie","Homemade lasagna is delicious! I add mozzarella for my part"
"Lasagnes à la bolognaise facile","Facile","
        le plat préféré de mes filles, je leur ai fait plaisir cette semaine, en leur préparent  ce plat, mon astuce pour gagner du temps et de faire revenir la viande avec l'oignon et l'ail, je rajoute 1 càc de tomate concentré et avec avec ces ingrédients pour la béchamel, la consistance est épaisse , je propose (40 g de farine, 40 g de beurre et 50cl de lait)
    ","italie","my daughters' favorite dish, I made them happy this week, by preparing this dish for them, my tip to save time and to brown the meat with the onion and garlic, I add 1 tsp of concentrated tomato and with these ingredients for the béchamel, the consistency is thick, I suggest (40 g of flour, 40 g of butter and 50cl of milk)"
"Lasagnes à la bolognaise facile","Facile","
        Super cette recette , un de nos plats italiens préférés à la maison.
Perso, je remplace le râpé par de la mozzarella 
très belle recette
Maryline H
    ","italie","This recipe is great, one of our favorite Italian dishes at home. Personally, I replace the grated with mozzarella very nice recipe Maryline H"
"Lasagnes à la bolognaise facile","Facile","
        Bonne recette, il faut faire attention avec l'ajout de sucre si vous utilisez du coulis au lieu de la pulpe de tomates car il est souvent déjà (parfois trop) sucré
    ","italie","Good recipe, you have to be careful with the addition of sugar if you use coulis instead of tomato pulp because it is often already (sometimes too) sweet"
"Lasagnes italiennes","Facile","
        Cette recette de lasagnes est tout simplement délicieuse. Je me régale à chaque fois.
Après 45 minutes de cuisson, poussez le thermostat à 210 degrés pour caramélisé le dessus. Au top.
    ","italie","This lasagna recipe is simply delicious. I enjoy it every time. After 45 minutes of cooking, raise the thermostat to 210 degrees to caramelize the top. In the top."
"Lasagnes italiennes","Facile","
        C trop bon
    ","italie","It's too good"
"Lasagnes italiennes","Facile","
        Recette tip top: la mozza lie super bien les lasagnes et elles sont vraiment très bien cuites! J'ai doublé la recette et mis un peu plus de mozza pour 6 personnes!
Je conseille vraiment cette recette!
    ","italie","Tip top recipe: the mozzarella binds the lasagna really well and they are really very well cooked! I doubled the recipe and added a little more mozzarella for 6 people! I really recommend this recipe!"
"Lasagnes italiennes","Facile","
        la recette est parfiate, délicieuse!!! j'ai rajouté de la noix de muscade dans la béchamel! un vrai regal!!
    ","italie","the recipe is perfect, delicious!!! I added nutmeg to the béchamel! a real treat!!"
"Lasagnes italiennes","Facile","
        Franchement top, rien à changer dans cette recette délicieuse !!
    ","italie","Honestly great, nothing needs to change in this delicious recipe!!"
"Lasagnes italiennes","Facile","
        Superbe recette ! Elle m'a sortie d'une grosse galère ! Merci.
    ","italie","Superb recipe! She got me out of a big mess! THANKS."
"Lasagnes italiennes","Facile","
        délicieuses ! par contre j'ajoute plus de mozzarella.
    ","italie","delicious! on the other hand I add more mozzarella."
"Lasagnes italiennes","Facile","
        Un régal !
    ","italie","A delight !"
"Les vraies carbonara italiennes ","Facile","
        désolée, mais les ""vraies"" carbonara italienne, il n'y a surtout pas de crème fraîche !!!!!! celle-ci n'est qu'une enième variante ""à la française""... je ne la ferai certainement pas !!!
    ","italie","sorry, but the “real” Italian carbonara, there is especially no crème fraîche!!!!!! This one is just another “French” variation... I certainly won’t do it!!!"
"Les vraies carbonara italiennes ","Facile","
        Enfin ?? pouvoir faire la vraie Carbonara ?? recette ?? Italienne Merci ??
    ","italie","Finally ?? be able to make the real Carbonara?? recipe ?? Italian Thank you ??"
"Les vraies carbonara italiennes ","Facile","
        Comment dire... Encore une recette de ""carbonara"" farfelue qui se prétend ""originale"" ! Rien de mal à varier les classiques, mais précisez-le. Cette-ci est la ""carbonara"" typique... française. Huile, crème fraîche... S'il vous plaît ! Arrêtez le massacre ! 
    ","italie","How can I put it... Another wacky “carbonara” recipe that claims to be “original”! There's nothing wrong with varying the classics, but make it clear. This is the typical... French ""carbonara"". Oil, crème fraîche... Please! Stop the massacre!"
"Les vraies carbonara italiennes ","Facile","
        Je suis allée en Italie, j’ai dégusté les vrais pâtes italiennes à la carbonara , il n’y a ni crème fraîche, ni ail. 
    ","italie","I went to Italy, I tasted real Italian carbonara pasta, there is no crème fraîche or garlic."
"Les vraies carbonara italiennes ","Facile","
        Je ne suis pas surprise, toutes les recettes de A à  Z sont nulles ! ingrédients oubliés , recettes avec de mauvaises proportions etc...
    ","italie","I'm not surprised, all the recipes from A to Z suck! forgotten ingredients, recipes with wrong proportions etc..."
"Les vraies carbonara italiennes ","Facile","
        Bonsoir...ce ne sont en aucunes maniére,les vrais carbonara...!! surtout pas de créme fraiche..ni d'oeufs entiers..que les jaunes..!!,et ce n'est pas un plat principal...les italiens mangent les pâtes en ""primo piatto"",premier plat..
    ","italie","Good evening...these are in no way real carbonara...!! especially no crème fraiche..nor whole eggs..only the yolks..!!, and it is not a main course...the Italians eat pasta as a ""primo piatto"", first course.."
"Les vraies carbonara italiennes ","Facile","
        Pas de crème dans cette recette, soyez un peu sérieux et ne publiez pas n'importe quoi !
    ","italie","No cream in this recipe, be a little serious and don't publish just anything!"
"Les vraies carbonara italiennes ","Facile","
        faux dans les vrais il n'y a pas de crème fraiche
    ","italie","fake in the real ones there is no crème fraîche"
"Les vraies carbonara italiennes ","Facile","
        Pas de crème fraiche dans la vraie carbonara !!!
    ","italie","No crème fraîche in real carbonara!!!"
"Les vraies carbonara italiennes ","Facile","
        J'oubliais étant à Monaco je suis souvent en Italie, vendredi j'étais à vintimille et j'ai manger des pastas carbo délicieuse 

    ","italie","I forgot being in Monaco I am often in Italy, Friday I was in Ventimiglia and I ate delicious carbo pasta"
"Les vraies carbonara italiennes ","Facile","
        Entièrement d'accord avec vous .la vraie recette italienne ! 
Si vous mettez de la crème fraîche dans la carbo vous êtes sur de prendre votre plat en pleine tête, la crème fraîche un sacrilège 
dans ce cas se sont des pâtes à la normande 

    ","italie","Completely agree with you. The real Italian recipe! If you put crème fraîche in the carbo you are sure to take your dish in the head, crème fraîche is sacrilege in this case it’s Norman-style pasta"
"Les vraies carbonara italiennes ","Facile","
        Jamais de creme dans la carbo. Ma grand mere sicilienne a toujours insiste. ! 
    ","italie","Never cream in the carb. My Sicilian grandmother always insisted. !"
"Les vraies carbonara italiennes ","Facile","
        Ce b'est pas de la pancetta qu'il faut mais de la guanciale! Lard de joue.
    ","italie","It's not pancetta you need, it's guanciale! Cheek bacon."
"Les vraies carbonara italiennes ","Facile","
        Très mauvais point, pas de crème dans cette recette pour pouvoir l'appeler ""la vraie"" même si avec de la crème les pâtes sont délicieuses.
Soyez plus rigoureux pour pour conserver la confiance de vos lecteurs ....
    ","italie","Very bad point, no cream in this recipe to be able to call it ""the real one"" even if with cream the pasta is delicious. Be more rigorous to maintain the trust of your readers...."
"Les vraies carbonara italiennes ","Facile","
        bonsoir...
Je regrette,mais ce ne sont pas les VRAIS carbonara....!!!!
dans les vrais,surtout pas de crème fraîche,ni d'ail...!!!! 
cordialement...
Renzo
    ","italie","Good evening... I'm sorry, but these are not the REAL carbonara....!!!! in real life, especially no crème fraîche, nor garlic...!!!! Sincerely... Renzo"
"Les vraies carbonara italiennes ","Facile","
        ce n'est pas la  vraie recette dans recette il n'y a pas de pancetta ni de crème fraiche
    ","italie","this is not the real recipe in recipe there is no pancetta or crème fraîche"
"Les vraies carbonara italiennes ","Facile","
        Il n'y a pas de crème fraiche dans la 'vraie' carbonara, du jaune d'oeuf voire un oeuf entier par personne et une liaison avec un peu d'eau de cuisson des pâtes et du parmesan. Peu de produits laitiers de type crème sinon le mascarpone mais c'et considéré comme une crème double, en terme de liaison comme d'un point de vue calorique... ;)
    ","italie","There is no crème fraîche in the 'real' carbonara, egg yolk or even a whole egg per person and a liaison with a little pasta cooking water and parmesan. Few cream-type dairy products except mascarpone but it is considered a double cream, in terms of binding as well as from a caloric point of view... ;)"
"Les vraies carbonara italiennes ","Facile","
        Jamais au grand jamais de la crème fraîche dans les plats en Italie
    ","italie","Never, ever use crème fraîche in dishes in Italy"
